case_id,SUB_ACT_1,ACT_1,ACT_COMB_1,SUB_ACT_2,ACT_2,ACT_COMB_2,SUB_ACT_3,ACT_3,ACT_COMB_3,SUB_ACT_4,ACT_4,ACT_COMB_4,index,duration_in_days,problem_latest_impact,st_org_line_3,st_function_div,owner_st,product,country,action_owner_country,action_owner_first_name
1-685134878,Assigned,Accepted,Accepted/Assigned,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1103,56,High,Org line C,C_1,G56 3rd,PROD188,se,Sweden,Karin
1-686531969,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1108,8,High,Org line V7n,,V32 2nd,PROD542,nl,Netherlands,Reinier
1-686531969,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1108,0,High,Org line V7n,,V32 2nd,PROD542,nl,Netherlands,Reinier
1-686531969,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,1108,0,High,Org line V7n,,V37 2nd,PROD542,nl,Netherlands,Juan
1-686531969,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1108,0,High,Org line V7n,,V37 2nd,PROD542,nl,Netherlands,Juan
1-686531969,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,1108,0,High,Org line V7n,,V37 2nd,PROD542,nl,Netherlands,Juan
1-686531969,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1108,0,High,Org line V7n,,V37 2nd,PROD542,nl,Netherlands,Juan
1-686557724,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1110,85,High,Org line G4,,S30 2nd,PROD412,se,Sweden,David
1-686642441,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,1112,0,High,Org line C,V3_2,G49,PROD412,se,Sweden,Jonathan
1-686642441,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,1112,14,High,Org line C,V3_2,G49,PROD412,se,Sweden,Andr?
1-686642441,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,1112,61,High,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
1-686642441,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1112,47,High,Org line G4,,S30 2nd,PROD412,se,Sweden,David
1-686642543,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1113,0,High,Org line C,V3_2,G49,PROD374,fr,Sweden,Jonathan
1-686642543,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1113,0,High,Org line C,V3_2,S36,PROD374,fr,Sweden,Andr?
1-686642543,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1113,0,High,Org line C,V3_2,S36,PROD374,fr,Sweden,Andr?
1-686642543,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Cancelled,Completed,Completed/Cancelled,In Progress,Accepted,Accepted/In Progress,1113,0,High,Org line G4,,S33 2nd,PROD374,fr,Sweden,Joakim
1-686642543,In Progress,Accepted,Accepted/In Progress,Cancelled,Completed,Completed/Cancelled,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1113,41,High,Org line G4,,S33 2nd,PROD374,fr,Sweden,Rickard
1-686945977,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,1116,21,Low,Org line C,E_10,G263 2nd,PROD802,in,Sweden,Jitender
1-687589251,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1122,14,High,Org line C,E_4,G88 2nd,PROD278,us,USA,Robert
1-687589251,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1122,14,High,Org line C,E_4,G88 2nd,PROD278,us,USA,Robert
1-687589251,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1122,0,High,Org line C,E_4,G87 2nd,PROD278,us,INDIA,Pratap
1-687589251,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1122,0,High,Org line C,E_4,G87 2nd,PROD278,us,INDIA,Pratap
1-687589251,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1122,0,High,Org line C,E_5,G92,PROD278,us,INDIA,Amit
1-687589251,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1122,4,High,Org line C,E_4,G87 2nd,PROD278,us,INDIA,Pratap
1-687589251,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1122,18,High,Org line C,E_4,G88 2nd,PROD278,us,USA,Robert
1-687589251,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1122,14,High,Org line C,E_4,G88 2nd,PROD278,us,Sweden,Bhavesh
1-687589251,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1122,0,High,Org line C,E_4,G87 2nd,PROD278,us,INDIA,Pratap
1-687589251,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1122,20,High,Org line C,E_4,G87 2nd,PROD278,us,INDIA,Pratap
1-687668119,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,1124,4,High,Org line C,E_4,G88 2nd,PROD668,us,USA,Robert
1-687668119,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,1124,4,High,Org line C,E_4,G88 2nd,PROD668,us,USA,Robert
1-687668119,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,1124,15,High,Org line C,E_4,G88 2nd,PROD668,us,USA,Robert
1-688280019,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1126,1,Major,Org line A2,A2_1,T17 2nd,PROD834,se,Sweden,Per-Erik
1-688280019,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,1126,6,Major,Org line A2,A2_1,T17 2nd,PROD834,se,Sweden,Per-Erik
1-688280019,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,1126,6,Major,Org line A2,A2_1,T17 2nd,PROD834,se,Sweden,Britt
1-688280019,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1126,9,Major,Org line A2,A2_1,J2 2nd,PROD834,se,Sweden,Britt
1-688342754,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,1127,0,High,Org line C,E_10,S51 2nd,PROD803,jp,Japan,Ryouhei
1-688380091,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1128,45,Medium,Org line A2,A2_1,T17 2nd,PROD350,se,Sweden,Britt
1-688380091,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,1128,8,Medium,Org line A2,A2_1,T17 2nd,PROD350,se,Sweden,Britt
1-688380091,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,1128,7,Medium,Org line A2,A2_1,T17 2nd,PROD350,se,Sweden,Britt
1-688380091,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,1128,0,Medium,Org line A2,A2_1,J2 2nd,PROD350,se,Sweden,Britt
1-688380091,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,1128,0,Medium,Org line A2,A2_1,J2 2nd,PROD350,se,Sweden,Britt
1-688380091,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,Closed,Completed,Completed/Closed,1128,4,Medium,Org line A2,A2_1,J2 2nd,PROD350,se,Sweden,Britt
1-688515611,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,1131,80,High,Org line G4,,S30 2nd,PROD412,se,Sweden,David
1-688515611,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1131,71,High,Org line G4,,S30 2nd,PROD412,se,Sweden,David
1-688564824,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1133,1,High,Org line C,C_6,G273 3rd,PROD802,se,Sweden,Martin
1-688564824,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,1133,2,High,Org line C,C_6,G273 3rd,PROD802,se,Sweden,Martin
1-688564824,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,1133,1,High,Org line C,C_6,G273 3rd,PROD802,se,Sweden,Martin
1-688564824,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1133,22,High,Org line C,C_6,G273 3rd,PROD802,se,Sweden,Michael
1-688725917,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,1134,7,High,Org line C,,N6 2nd,PROD821,be,USA,Robert
1-688725917,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1134,7,High,Org line C,,N6 2nd,PROD821,be,USA,Robert
1-688725917,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1134,0,High,Org line C,E_1,G213 2nd,PROD821,be,USA,Timothy
1-688725917,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1134,0,High,Org line C,E_1,G213 2nd,PROD821,be,USA,Timothy
1-689176751,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1136,20,High,Org line C,E_3,G64 2nd,PROD379,be,Sweden,Hans-Erik
1-689469104,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1139,1,Medium,Org line C,C_6,G261 3rd,PROD13,in,Sweden,Mica
1-689469104,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1139,1,Medium,Org line C,C_6,G261 3rd,PROD13,in,Sweden,Mica
1-689469104,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1139,0,Medium,Org line C,C_6,G261 3rd,PROD13,in,Sweden,Mica
1-689469104,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1139,0,Medium,Org line B,E_10,G230 2nd,PROD13,in,INDIA,Srinivasan
1-689469104,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1139,1,Medium,Org line B,E_10,G230 2nd,PROD13,in,INDIA,Ashok
1-689469104,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1139,1,Medium,Org line C,E_10,G285 2nd,PROD13,in,Sweden,Leif
1-689469104,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1139,0,Medium,Org line C,E_10,G285 2nd,PROD13,in,Belgium,Joram
1-690327837,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1145,2,Medium,Org line A2,A2_4,G35 2nd,PROD591,se,Sweden,Maria
1-690447511,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,1148,7,High,Org line C,C_6,G268 3rd,PROD85,se,Sweden,Vesa
1-690762471,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1150,0,Medium,Org line C,E_10,S51 2nd,PROD804,jp,Japan,Ryouhei
1-690762471,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1150,0,Medium,Org line C,,S30 2nd,PROD804,jp,Japan,Takashi
1-690931471,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1153,1,Low,Org line C,C_6,G144 3rd,PROD660,se,Sweden,John
1-691093464,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1155,8,Major,Org line G4,,G51 2nd,PROD221,se,Sweden,Ing-Marie
1-691093464,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1155,8,Major,Org line G4,,G51 2nd,PROD221,se,Sweden,Ing-Marie
1-691093464,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1155,19,Major,Org line G4,,G51 2nd,PROD221,se,Sweden,Ing-Marie
1-691093464,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1155,19,Major,Org line G4,,G51 2nd,PROD221,se,Sweden,Ing-Marie
1-691093464,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1155,5,Major,Org line G4,,G51 2nd,PROD221,se,Sweden,Suresh
1-691221687,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1158,26,Major,Org line G4,,M8 2nd,PROD221,se,Sweden,Peter
1-691221687,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1158,16,Major,Org line G4,,M8 2nd,PROD221,se,Sweden,Peter
1-691221687,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1158,0,Major,Org line G4,,M8 2nd,PROD221,se,Sweden,G?an
1-691221687,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1158,1,Major,Org line C,V3_3,G101 2nd,PROD221,se,Sweden,Ulf
1-691221687,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1158,1,Major,Org line C,E_7,G162 2nd,PROD221,se,Sweden,Ulf
1-691221687,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1158,0,Major,Org line C,V3_3,G101 2nd,PROD221,se,Sweden,Ulf
1-691221687,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1158,0,Major,Org line C,E_7,G162 2nd,PROD221,se,Sweden,Ulf
1-691786096,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,1160,11,High,Org line C,E_4,G88 2nd,PROD412,us,USA,Robert
1-691786096,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,1160,11,High,Org line C,E_4,G88 2nd,PROD412,us,USA,Robert
1-691786096,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,Closed,Completed,Completed/Closed,1160,0,High,Org line C,E_4,G88 2nd,PROD412,us,Sweden,Bhavesh
1-691786330,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,1161,27,Major,Org line C,E_8,G186 2nd,PROD473,in,INDIA,Mahesh
1-691786330,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Closed,Completed,Completed/Closed,1161,27,Major,Org line C,E_8,G186 2nd,PROD473,in,INDIA,Mahesh
1-692055495,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1164,46,Medium,Org line V11,,V50 2nd,PROD158,gb,United Kingdom,Christopher
1-692193396,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,1165,2,Medium,Org line C,C_6,G268 3rd,PROD771,se,Sweden,Vesa
1-692193396,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,1165,2,Medium,Org line C,C_6,G268 3rd,PROD771,se,Sweden,Vesa
1-692193396,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1165,65,Medium,Org line C,C_6,G268 3rd,PROD771,se,Sweden,Hans
1-693456968,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1171,42,High,Org line C,E_5,G73,PROD790,au,INDIA,Bharani
1-693456968,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1171,66,High,Org line C,E_5,G73,PROD790,au,INDIA,Bharani
1-693595201,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1176,6,Medium,Org line C,C_6,G269 3rd,PROD802,in,Sweden,Johan
1-693595201,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1176,6,Medium,Org line C,C_6,G269 3rd,PROD802,in,Sweden,Johan
1-693595201,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1176,0,Medium,Org line C,C_6,G269 3rd,PROD802,in,Sweden,Kent
1-693732401,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,1177,3,High,Org line C,E_1,G13 2nd,PROD398,us,USA,William
1-693732401,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,1177,3,High,Org line C,E_1,G13 2nd,PROD398,us,USA,William
1-693732401,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,1177,3,High,Org line C,C_1,G14 3rd,PROD398,us,USA,William
1-693732401,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,1177,3,High,Org line C,C_1,G14 3rd,PROD398,us,USA,Kenneth
1-693789171,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,1180,8,Low,Org line G4,,S29 2nd,PROD710,se,Sweden,Johan
1-693789171,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1180,0,Low,Org line G4,,S29 2nd,PROD710,se,Sweden,Johan
1-693895885,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1182,42,High,Org line G4,,S30 2nd,PROD412,se,Sweden,David
1-694222066,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,1185,51,High,Org line B,C_6,S13 3rd,PROD802,in,INDIA,Ganesh
1-694222066,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,1185,51,High,Org line B,C_6,S13 3rd,PROD802,in,INDIA,Ganesh
1-694222066,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,1185,13,High,Org line B,C_6,S13 3rd,PROD802,in,INDIA,Anandgiri
1-694222066,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,1185,13,High,Org line C,E_10,G271 2nd,PROD802,in,Sweden,Praveen
1-694222066,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,1185,0,High,Org line C,E_10,G271 2nd,PROD802,in,Sweden,Amar
1-694354058,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,1188,2,Low,Org line A2,A2_2,G40,PROD215,se,Sweden,Akanksha
