Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Span,Work Order Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework
Case 261,Turning & Milling Q.C.,Quality Check 1,20:00.0,41:00.0,000:21,60,Bearing,ID4618,D,60,0,0,
Case 261,Flat Grinding - Machine 11,Machine 11 - Grinding,00:00.0,15:00.0,000:00,60,Bearing,ID4882,D,0,0,0,
Case 261,Laser Marking - Machine 7,Machine 7- Laser Marking,21:00.0,59:00.0,000:38,60,Bearing,ID0998,D,60,0,0,
Case 261,Flat Grinding - Machine 11,Machine 11 - Grinding,21:00.0,58:00.0,000:37,60,Bearing,ID4882,D,60,0,0,
Case 261,Packing,Packing,00:00.0,00:00.0,000:00,60,Bearing,ID4820,D,60,0,0,
Case 261,Final Inspection Q.C.,Quality Check 1,10:00.0,11:00.0,000:01,60,Bearing,ID4618,D,60,0,0,
Case 262,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,27:00.0,37:00.0,005:10,36,Spur Gear,ID4167,S,2,0,0,
Case 262,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,54:00.0,00:00.0,001:06,36,Spur Gear,ID4529,S,0,0,0,
Case 262,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,00:00.0,30:00.0,005:30,36,Spur Gear,ID4529,D,34,0,0,
Case 262,Turning & Milling Q.C.,Quality Check 1,04:00.0,18:00.0,001:14,36,Spur Gear,ID4618,D,0,0,0,
Case 262,Turning & Milling Q.C.,Quality Check 1,05:00.0,08:00.0,000:03,36,Spur Gear,ID4618,D,33,3,0,
Case 262,Laser Marking - Machine 7,Machine 7- Laser Marking,13:00.0,03:00.0,000:50,36,Spur Gear,ID0998,D,33,0,0,
Case 262,Flat Grinding - Machine 11,Machine 11 - Grinding,04:00.0,25:00.0,000:21,36,Spur Gear,ID0998,D,0,0,0,
Case 262,Flat Grinding - Machine 11,Machine 11 - Grinding,25:00.0,18:00.0,000:53,36,Spur Gear,ID4882,D,10,0,0,
Case 262,Flat Grinding - Machine 11,Machine 11 - Grinding,19:00.0,33:00.0,000:14,36,Spur Gear,ID4882,D,23,0,0,
Case 262,Lapping - Machine 1,Machine 1 - Lapping,23:00.0,39:00.0,001:16,36,Spur Gear,ID0998,D,10,0,0,
Case 262,Lapping - Machine 1,Machine 1 - Lapping,40:00.0,18:00.0,001:38,36,Spur Gear,ID0998,D,23,0,0,
Case 262,Round Grinding - Manual,Machine 27 - Grinding,41:00.0,09:00.0,002:28,36,Spur Gear,ID4528,D,4,0,0,
Case 262,Round Grinding - Manual,Machine 27 - Grinding,09:00.0,23:00.0,006:14,36,Spur Gear,ID4872,D,29,0,0,
Case 262,Final Inspection Q.C.,Quality Check 1,44:00.0,46:00.0,002:02,36,Spur Gear,ID4618,D,0,2,0,
Case 262,Packing,Packing,00:00.0,00:00.0,000:00,36,Spur Gear,ID4491,D,31,0,0,
Case 262,Final Inspection Q.C.,Quality Check 1,08:00.0,09:00.0,000:01,36,Spur Gear,ID4618,D,31,0,0,
Case 263,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,00:00.0,00:00.0,002:00,18,Compound Dies,ID4219,S,0,0,0,
Case 263,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,52:00.0,58:00.0,006:06,18,Compound Dies,ID4219,S,0,0,0,
Case 263,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,59:00.0,18:00.0,002:19,18,Compound Dies,ID4219,S,1,0,0,
Case 263,Turning & Milling Q.C.,Quality Check 1,00:00.0,00:00.0,001:00,18,Compound Dies,ID4287,D,0,0,0,
Case 263,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,21:00.0,00:00.0,001:39,18,Compound Dies,ID4219,B,0,0,0,
Case 263,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,00:00.0,21:00.0,005:21,18,Compound Dies,ID4219,D,11,0,0,
Case 263,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,48:00.0,06:00.0,000:18,18,Compound Dies,ID4219,D,1,0,0,
Case 263,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,30:00.0,45:00.0,002:15,18,Compound Dies,ID0997,D,5,0,0,
Case 263,Turning & Milling Q.C.,Quality Check 1,30:00.0,30:00.0,001:00,18,Compound Dies,ID4287,D,18,0,0,
Case 263,Flat Grinding - Machine 11,Machine 11 - Grinding,46:00.0,27:00.0,000:41,18,Compound Dies,ID0998,D,18,0,0,
Case 263,Nitration Q.C.,Quality Check 1,20:00.0,00:00.0,001:40,18,Compound Dies,ID4287,D,18,0,0,
Case 263,Laser Marking - Machine 7,Machine 7- Laser Marking,58:00.0,11:00.0,000:13,18,Compound Dies,ID0998,D,18,0,0,
Case 263,Lapping - Machine 1,Machine 1 - Lapping,47:00.0,27:00.0,000:40,18,Compound Dies,ID0998,D,18,0,0,
Case 263,Round Grinding - Manual,Machine 27 - Grinding,09:00.0,11:00.0,001:02,18,Compound Dies,ID4872,S,0,0,0,
Case 263,Round Grinding - Manual,Machine 27 - Grinding,00:00.0,15:00.0,000:00,18,Compound Dies,ID4287,D,0,0,0,
Case 263,Final Inspection Q.C.,Quality Check 1,00:00.0,50:00.0,001:21,18,Compound Dies,ID4287,D,0,0,0,
Case 263,Final Inspection Q.C.,Quality Check 1,00:00.0,00:00.0,003:50,18,Compound Dies,ID4287,D,0,0,0,
Case 263,Round Grinding - Manual,Machine 27 - Grinding,12:00.0,45:00.0,006:33,18,Compound Dies,ID4872,D,18,0,0,
Case 263,Final Inspection Q.C.,Quality Check 1,57:00.0,36:00.0,004:39,18,Compound Dies,ID4287,D,0,0,0,
Case 263,Final Inspection Q.C.,Quality Check 1,26:00.0,57:00.0,000:31,18,Compound Dies,ID4287,D,18,0,0,
Case 263,Packing,Packing,00:00.0,00:00.0,000:00,18,Compound Dies,ID4291,D,0,0,0,
Case 263,Packing,Packing,00:00.0,00:00.0,000:00,18,Compound Dies,ID4291,D,18,0,0,
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,38:00.0,28:00.0,006:50,132,Bearing,ID4718,S,2,0,0,
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,28:00.0,01:00.0,000:33,132,Bearing,ID4718,D,2,0,0,
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,42:00.0,52:00.0,002:10,132,Bearing,ID4529,D,4,0,0,
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,21:00.0,34:00.0,010:13,132,Bearing,ID4794,D,32,0,0,
Case 264,Turning & Milling Q.C.,Quality Check 1,09:00.0,26:00.0,000:17,132,Bearing,ID4618,D,0,0,0,
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,04:00.0,56:00.0,007:52,132,Bearing,ID4167,D,28,0,0,
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,36:00.0,30:00.0,000:54,132,Bearing,ID4429,D,5,0,0,
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,09:00.0,42:00.0,010:33,132,Bearing,ID4794,D,30,0,0,
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,00:00.0,27:00.0,000:27,132,Bearing,ID4718,D,2,0,0,
Case 264,Turning & Milling Q.C.,Quality Check 1,05:00.0,31:00.0,000:26,132,Bearing,ID4618,D,0,0,0,
Case 264,Turning & Milling Q.C.,Quality Check 1,41:00.0,48:00.0,000:07,132,Bearing,ID4618,D,59,0,0,
Case 264,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,50:00.0,05:00.0,004:15,132,Bearing,ID4167,D,16,0,0,
Case 264,Laser Marking - Machine 7,Machine 7- Laser Marking,20:00.0,39:00.0,002:19,132,Bearing,ID0998,D,59,0,0,
Case 264,Turning & Milling Q.C.,Quality Check 1,24:00.0,43:00.0,000:19,132,Bearing,ID4618,D,0,5,0,
Case 265,Turning - Machine 8,Machine 15 - Turning,52:00.0,59:00.0,005:07,9,O-Ring,ID0997,S,0,0,0,
Case 265,Turning - Machine 8,Machine 15 - Turning,34:00.0,26:00.0,000:52,9,O-Ring,ID0997,D,9,0,0,
Case 265,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,04:00.0,49:00.0,003:45,9,O-Ring,ID0997,S,0,0,0,
Case 265,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,49:00.0,29:00.0,000:40,9,O-Ring,ID0997,S,0,0,0,
Case 265,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,27:00.0,21:00.0,000:54,9,O-Ring,ID0997,D,9,0,0,
Case 265,Turning & Milling Q.C.,Quality Check 1,35:00.0,50:00.0,000:00,9,O-Ring,ID4618,D,9,0,0,
Case 265,Laser Marking - Machine 7,Machine 7- Laser Marking,12:00.0,28:00.0,000:16,9,O-Ring,ID0998,D,9,0,0,
Case 265,Lapping - Machine 1,Machine 1 - Lapping,28:00.0,37:00.0,001:09,9,O-Ring,ID0998,D,9,0,0,
Case 265,Round Grinding - Manual,Machine 27 - Grinding,37:00.0,54:00.0,001:17,9,O-Ring,ID4872,S,0,0,0,
Case 265,Round Grinding - Manual,Machine 27 - Grinding,54:00.0,53:00.0,000:59,9,O-Ring,ID4872,D,1,0,0,
Case 265,Round Grinding - Manual,Machine 27 - Grinding,50:00.0,18:00.0,000:28,9,O-Ring,ID4872,D,0,0,0,
Case 265,Round Grinding - Manual,Machine 27 - Grinding,22:00.0,10:00.0,003:48,9,O-Ring,ID4872,D,8,0,0,
Case 265,Final Inspection Q.C.,Quality Check 1,00:00.0,03:00.0,005:03,9,O-Ring,ID4618,D,0,0,0,
Case 265,Final Inspection Q.C.,Quality Check 1,20:00.0,07:00.0,005:47,9,O-Ring,ID4618,D,0,0,0,
Case 265,Packing,Packing,00:00.0,00:00.0,000:00,9,O-Ring,ID4291,D,8,0,0,
Case 265,Final Inspection Q.C.,Quality Check 1,46:00.0,01:00.0,000:00,9,O-Ring,ID4618,D,8,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,00:00.0,40:00.0,001:40,153,Cable Head,ID4163,D,0,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,15:00.0,09:00.0,001:54,153,Cable Head,ID4429,S,0,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,54:00.0,45:00.0,010:51,153,Cable Head,ID4932,D,117,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,06:00.0,17:00.0,007:11,153,Cable Head,ID4429,D,36,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,00:00.0,10:00.0,002:10,153,Cable Head,ID4163,S,0,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,22:00.0,37:00.0,003:15,153,Cable Head,ID4429,S,1,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,00:00.0,35:00.0,000:35,153,Cable Head,ID4287,D,153,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,51:00.0,50:00.0,000:59,153,Cable Head,ID4932,S,0,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,51:00.0,41:00.0,009:50,153,Cable Head,ID4932,D,33,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,21:00.0,39:00.0,005:18,153,Cable Head,ID4429,D,20,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,00:00.0,00:00.0,018:00,153,Cable Head,ID4529,D,0,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,00:00.0,30:00.0,016:30,153,Cable Head,ID4529,D,0,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,36:00.0,35:00.0,006:59,153,Cable Head,ID4641,D,36,0,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,06:00.0,39:00.0,001:33,153,Cable Head,ID4932,D,0,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,00:00.0,50:00.0,003:50,153,Cable Head,ID4163,D,131,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,20:00.0,40:00.0,000:20,153,Cable Head,ID4163,D,0,1,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,40:00.0,00:00.0,000:20,153,Cable Head,ID4163,D,0,3,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,00:00.0,20:00.0,000:20,153,Cable Head,ID4163,D,0,6,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,20:00.0,40:00.0,000:20,153,Cable Head,ID4163,D,0,6,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,40:00.0,00:00.0,000:20,153,Cable Head,ID4163,D,0,5,0,
Case 266,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,42:00.0,35:00.0,015:53,153,Cable Head,ID4429,D,63,0,0,
Case 266,Laser Marking - Machine 7,Machine 7- Laser Marking,14:00.0,17:00.0,002:03,153,Cable Head,ID4445,D,131,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,08:00.0,02:00.0,004:54,153,Cable Head,ID0998,D,24,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,52:00.0,07:00.0,003:15,153,Cable Head,ID0998,D,29,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,04:00.0,19:00.0,000:00,153,Cable Head,ID4882,D,8,0,0,
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,09:00.0,35:00.0,002:26,153,Cable Head,ID4385,S,0,0,0,
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,36:00.0,56:00.0,007:20,153,Cable Head,ID4385,D,24,0,0,
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,04:00.0,51:00.0,002:47,153,Cable Head,ID4355,D,8,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,36:00.0,00:00.0,003:24,153,Cable Head,ID0998,D,20,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,15:00.0,000:00,153,Cable Head,ID4882,D,0,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,00:00.0,10:00.0,002:10,153,Cable Head,ID4163,D,0,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,00:00.0,40:00.0,001:40,153,Cable Head,ID4163,D,0,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,00:00.0,00:00.0,002:00,153,Cable Head,ID4163,D,0,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,28:00.0,57:00.0,000:29,153,Cable Head,ID0998,D,0,0,0,
Case 266,Round Grinding - Machine 3,Machine 3 - Round Grinding,01:00.0,29:00.0,002:28,153,Cable Head,ID4445,S,1,0,0,
Case 266,Round Grinding - Machine 3,Machine 3 - Round Grinding,29:00.0,52:00.0,008:23,153,Cable Head,ID4445,D,26,0,0,
Case 266,Round Grinding - Machine 3,Machine 3 - Round Grinding,50:00.0,45:00.0,005:55,153,Cable Head,ID0420,D,12,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,43:00.0,30:00.0,002:47,153,Cable Head,ID4882,D,48,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,00:00.0,45:00.0,000:45,153,Cable Head,ID4163,D,0,0,0,
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,22:00.0,48:00.0,002:26,153,Cable Head,ID4385,S,1,0,0,
Case 266,Lapping - Machine 1,Machine 1 - Lapping,42:00.0,57:00.0,000:00,153,Cable Head,ID4882,D,2,0,0,
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,00:00.0,50:00.0,010:50,153,Cable Head,ID0420,D,30,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,03:00.0,08:00.0,024:05,153,Cable Head,ID0420,D,0,0,0,
Case 266,Round Grinding - Machine 2,Machine 2 - Round Grinding,54:00.0,47:00.0,008:53,153,Cable Head,ID4445,D,29,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,20:00.0,50:00.0,000:30,153,Cable Head,ID4163,D,32,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,00:00.0,40:00.0,001:40,153,Cable Head,ID4163,D,0,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,00:00.0,50:00.0,003:50,153,Cable Head,ID4163,D,0,0,0,
Case 266,Packing,Packing,00:00.0,00:00.0,000:00,153,Cable Head,ID4820,D,32,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,20:00.0,03:00.0,003:43,153,Cable Head,ID4163,D,0,0,0,
Case 266,Packing,Packing,00:00.0,00:00.0,000:00,153,Cable Head,ID4820,D,18,0,0,
Case 266,Packing,Packing,00:00.0,00:00.0,000:00,153,Cable Head,ID4820,D,5,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,15:00.0,40:00.0,001:25,153,Cable Head,ID4163,D,0,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,00:00.0,45:00.0,002:45,153,Cable Head,ID4163,D,23,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,44:00.0,59:00.0,000:00,153,Cable Head,ID4163,D,0,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,20:00.0,07:00.0,000:47,153,Cable Head,ID4163,D,44,0,0,
Case 266,Packing,Packing,00:00.0,00:00.0,000:00,153,Cable Head,ID4820,D,44,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,20:00.0,20:00.0,001:00,153,Cable Head,ID4163,D,0,2,0,
Case 266,Final Inspection Q.C.,Quality Check 1,20:00.0,50:00.0,000:30,153,Cable Head,ID4163,D,0,5,0,
Case 266,Final Inspection Q.C.,Quality Check 1,50:00.0,10:00.0,000:20,153,Cable Head,ID4163,D,0,1,0,
Case 266,Final Inspection Q.C.,Quality Check 1,10:00.0,30:00.0,000:20,153,Cable Head,ID4163,D,0,1,0,
Case 266,Final Inspection Q.C.,Quality Check 1,30:00.0,50:00.0,000:20,153,Cable Head,ID4163,D,0,1,0,
Case 266,Final Inspection Q.C.,Quality Check 1,50:00.0,10:00.0,000:20,153,Cable Head,ID4163,D,0,3,0,
Case 266,Grinding Rework - Machine 27,Machine 27 - Grinding,24:00.0,47:00.0,003:23,153,Cable Head,ID4872,D,0,0,0,
Case 266,Grinding Rework - Machine 27,Machine 27 - Grinding,06:00.0,23:00.0,002:17,153,Cable Head,ID4528,D,0,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,00:00.0,40:00.0,000:40,153,Cable Head,ID4163,D,3,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,00:00.0,00:00.0,002:00,153,Cable Head,ID4163,D,13,0,0,
Case 266,Grinding Rework - Machine 27,Machine 27 - Grinding,24:00.0,56:00.0,000:32,153,Cable Head,ID4528,D,0,0,0,
Case 266,Packing,Packing,00:00.0,00:00.0,000:00,153,Cable Head,ID4820,D,16,0,0,
Case 266,Final Inspection Q.C.,Quality Check 1,00:00.0,40:00.0,000:40,153,Cable Head,ID4163,D,3,0,0,
Case 266,Packing,Packing,00:00.0,00:00.0,000:00,153,Cable Head,ID4820,D,3,0,0,
Case 266,Turning & Milling Q.C.,Quality Check 1,00:00.0,15:00.0,000:00,153,Cable Head,ID4163,D,0,1,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,14:00.0,58:00.0,005:44,350,Punch Holder,ID4167,S,0,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,21:00.0,14:00.0,004:53,350,Punch Holder,ID4794,S,2,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,15:00.0,39:00.0,005:24,350,Punch Holder,ID4794,D,15,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,34:00.0,52:00.0,005:18,350,Punch Holder,ID4167,D,20,0,0,
Case 267,Turning & Milling Q.C.,Quality Check 1,39:00.0,44:00.0,002:05,350,Punch Holder,ID4618,D,0,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,00:00.0,00:00.0,018:00,350,Punch Holder,ID4529,D,30,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,00:00.0,30:00.0,016:30,350,Punch Holder,ID4529,D,30,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,37:00.0,43:00.0,007:06,350,Punch Holder,ID4641,D,33,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,00:00.0,05:00.0,009:05,350,Punch Holder,ID4932,D,28,0,0,
Case 267,Turning & Milling Q.C.,Quality Check 1,50:00.0,00:00.0,002:10,350,Punch Holder,ID4618,D,0,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,00:00.0,50:00.0,001:50,350,Punch Holder,ID4794,D,5,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,00:00.0,00:00.0,011:00,350,Punch Holder,ID4529,D,36,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,49:00.0,52:00.0,011:03,350,Punch Holder,ID4932,D,38,0,0,
Case 267,Turning & Milling Q.C.,Quality Check 1,04:00.0,30:00.0,000:26,350,Punch Holder,ID4618,D,0,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,30:00.0,55:00.0,010:25,350,Punch Holder,ID4718,D,44,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,00:00.0,30:00.0,005:30,350,Punch Holder,ID4529,D,21,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,02:00.0,07:00.0,005:05,350,Punch Holder,ID4932,D,13,0,0,
Case 267,Turning & Milling Q.C.,Quality Check 1,09:00.0,24:00.0,000:00,350,Punch Holder,ID4618,D,200,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,08:00.0,23:00.0,000:00,350,Punch Holder,ID4932,B,0,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,45:00.0,58:00.0,003:13,350,Punch Holder,ID4932,D,9,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,55:00.0,38:00.0,005:43,350,Punch Holder,ID4718,D,14,0,0,
Case 267,Turning & Milling Q.C.,Quality Check 1,50:00.0,09:00.0,001:19,350,Punch Holder,ID4618,D,0,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,42:00.0,07:00.0,008:25,350,Punch Holder,ID4167,D,12,0,0,
Case 267,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,10:00.0,42:00.0,007:32,350,Punch Holder,ID4718,D,0,0,0,
Case 267,Turning & Milling Q.C.,Quality Check 1,57:00.0,12:00.0,000:00,350,Punch Holder,ID4618,D,118,0,0,
Case 267,Turning & Milling Q.C.,Quality Check 1,20:00.0,35:00.0,000:00,350,Punch Holder,ID4618,D,32,0,0,
Case 267,Wire Cut - Machine 13,Wire Cut - Machine 13,00:00.0,15:00.0,000:00,350,Punch Holder,ID3767,D,20,0,0,
Case 267,Wire Cut - Machine 13,Wire Cut - Machine 13,00:00.0,00:00.0,004:00,350,Punch Holder,ID3767,D,0,0,0,
Case 267,Turning & Milling Q.C.,Quality Check 1,00:00.0,00:00.0,000:11,350,Punch Holder,ID4618,D,0,0,0,
Case 267,Wire Cut - Machine 13,Wire Cut - Machine 13,00:00.0,11:00.0,009:00,350,Punch Holder,ID3767,D,45,0,0,
Case 267,Wire Cut - Machine 13,Wire Cut - Machine 13,00:00.0,00:00.0,008:00,350,Punch Holder,ID4861,D,45,0,0,
Case 267,Wire Cut - Machine 13,Wire Cut - Machine 13,00:00.0,00:00.0,008:00,350,Punch Holder,ID3767,D,40,0,0,
Case 267,Wire Cut - Machine 13,Wire Cut - Machine 13,00:00.0,00:00.0,007:00,350,Punch Holder,ID3767,D,35,0,0,
Case 267,Wire Cut - Machine 13,Wire Cut - Machine 13,00:00.0,30:00.0,007:30,350,Punch Holder,ID4861,D,40,0,0,
Case 267,Wire Cut - Machine 13,Wire Cut - Machine 13,00:00.0,00:00.0,008:00,350,Punch Holder,ID3767,D,45,0,0,
Case 267,Wire Cut - Machine 13,Wire Cut - Machine 13,00:00.0,30:00.0,005:30,350,Punch Holder,ID3767,D,30,0,0,
Case 267,Wire Cut - Machine 13,Wire Cut - Machine 13,00:00.0,00:00.0,005:00,350,Punch Holder,ID3767,D,28,0,0,
Case 267,Wire Cut - Machine 13,Wire Cut - Machine 13,00:00.0,00:00.0,006:00,350,Punch Holder,ID4861,D,22,0,0,
Case 267,Laser Marking - Machine 7,Machine 7- Laser Marking,02:00.0,51:00.0,001:49,350,Punch Holder,ID4882,D,125,0,0,
Case 267,Laser Marking - Machine 7,Machine 7- Laser Marking,23:00.0,02:00.0,000:39,350,Punch Holder,ID4882,D,55,0,0,
Case 267,Laser Marking - Machine 7,Machine 7- Laser Marking,26:00.0,59:00.0,000:33,350,Punch Holder,ID4882,D,50,0,0,
Case 267,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,15:00.0,000:00,350,Punch Holder,ID4882,D,0,0,0,
Case 267,Lapping - Machine 1,Machine 1 - Lapping,23:00.0,02:00.0,008:39,350,Punch Holder,ID0998,D,200,0,0,
Case 267,Laser Marking - Machine 7,Machine 7- Laser Marking,22:00.0,53:00.0,000:31,350,Punch Holder,ID4882,D,50,0,0,
Case 267,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,15:00.0,000:00,350,Punch Holder,ID4882,D,0,0,0,
Case 267,Laser Marking - Machine 7,Machine 7- Laser Marking,01:00.0,40:00.0,000:39,350,Punch Holder,ID4882,D,70,0,0,
Case 267,Lapping - Machine 1,Machine 1 - Lapping,48:00.0,53:00.0,002:05,350,Punch Holder,ID4882,D,150,0,0,
Case 267,Round Grinding - Machine 3,Machine 3 - Round Grinding,13:00.0,02:00.0,000:49,350,Punch Holder,ID0420,D,5,0,0,
Case 267,Round Grinding - Q.C.,Quality Check 1,32:00.0,04:00.0,006:32,350,Punch Holder,ID4618,D,0,0,0,
Case 267,Round Grinding - Machine 3,Machine 3 - Round Grinding,17:00.0,03:00.0,003:46,350,Punch Holder,ID4355,D,16,0,0,
Case 267,Round Grinding - Machine 3,Machine 3 - Round Grinding,06:00.0,53:00.0,010:47,350,Punch Holder,ID4445,D,52,0,0,
Case 267,Round Grinding - Machine 3,Machine 3 - Round Grinding,56:00.0,09:00.0,001:13,350,Punch Holder,ID0420,D,6,0,0,
Case 267,Round Grinding - Machine 3,Machine 3 - Round Grinding,17:00.0,10:00.0,001:53,350,Punch Holder,ID4445,S,0,0,0,
Case 267,Round Grinding - Machine 3,Machine 3 - Round Grinding,10:00.0,55:00.0,006:45,350,Punch Holder,ID4445,D,42,0,0,
Case 267,Round Grinding - Machine 3,Machine 3 - Round Grinding,59:00.0,20:00.0,000:21,350,Punch Holder,ID0420,D,3,0,0,
Case 267,Round Grinding - Machine 3,Machine 3 - Round Grinding,04:00.0,40:00.0,004:36,350,Punch Holder,ID0420,D,23,0,0,
Case 267,Round Grinding - Machine 3,Machine 3 - Round Grinding,10:00.0,00:00.0,016:50,350,Punch Holder,ID0420,D,22,0,0,
Case 267,Round Grinding - Machine 3,Machine 3 - Round Grinding,59:00.0,22:00.0,001:23,350,Punch Holder,ID4445,S,0,0,0,
Case 267,Round Grinding - Machine 3,Machine 3 - Round Grinding,23:00.0,52:00.0,009:29,350,Punch Holder,ID4445,D,54,0,0,
Case 267,Round Grinding - Machine 3,Machine 3 - Round Grinding,02:00.0,27:00.0,008:25,350,Punch Holder,ID0420,D,41,0,0,
Case 267,Round Grinding - Machine 3,Machine 3 - Round Grinding,11:00.0,26:00.0,000:00,350,Punch Holder,ID4445,D,0,0,0,
