Problem Number,Problem Change Date,Days count,Problem Change Time,Problem Sub Status,Problem Status,Problem Latest Impact,Problem Involved ST Org line 3,Problem Involved ST Function Div,Problem Involved Owner ST,Product,Country,Problem Involved Action Owner Country,Problem Involved Action Owner First Name
1-563779807,2011-08-29,-164,17:33:51+01:00,In Progress,Accepted,Medium,Org line A2,A2_1,G42 3rd,PROD235,gb,United Kingdom,Ian
1-563779807,2011-08-29,0,17:38:53+01:00,Assigned,Accepted,Medium,Org line A2,A2_1,G42 3rd,PROD235,gb,United Kingdom,Ian
1-563779807,2011-09-09,11,12:16:42+01:00,In Progress,Accepted,Medium,Org line A2,A2_1,G42 3rd,PROD235,gb,United Kingdom,Ian
1-563779807,2011-09-21,12,10:38:15+01:00,Wait,Accepted,Medium,Org line A2,A2_1,G42 3rd,PROD235,gb,United Kingdom,Ian
1-563779807,2012-05-04,226,16:00:08+01:00,In Progress,Accepted,Medium,Org line A2,A2_1,G42 3rd,PROD235,gb,United Kingdom,Andrew
1-563779807,2012-05-04,0,16:00:25+01:00,Closed,Completed,Medium,Org line A2,A2_1,G42 3rd,PROD235,gb,United Kingdom,Andrew
1-564311006,2011-08-30,-248,13:25:12+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-564311006,2011-08-30,0,13:33:14+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-564311006,2011-08-30,0,13:48:08+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,SV
1-564311006,2011-08-30,0,13:48:27+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-564311006,2012-02-02,156,22:47:46+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-564311006,2012-02-02,0,22:49:19+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-564433915,2011-08-30,-156,14:57:03+01:00,In Progress,Accepted,Low,Org line A2,A2_1,M19 2nd,PROD566,se,Sweden,Christofer
1-564433915,2011-08-30,0,15:01:59+01:00,Awaiting Assignment,Queued,Low,Org line A2,A2_1,M19 2nd,PROD566,se,Sweden,Christofer
1-564433915,2011-11-09,71,14:57:11+01:00,In Progress,Accepted,Low,Org line A2,A2_1,M19 2nd,PROD566,se,Sweden,Christofer
1-564433915,2011-11-09,0,14:57:17+01:00,Wait,Accepted,Low,Org line A2,A2_1,M19 2nd,PROD566,se,Sweden,Christofer
1-564433915,2012-05-31,204,13:15:22+01:00,Closed,Completed,Low,Org line A2,A2_1,M19 2nd,PROD566,se,Sweden,Christofer
1-564528496,2011-08-30,-275,16:02:47+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-564528496,2011-08-30,0,16:06:37+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-564528496,2011-08-31,1,04:17:34+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,Sweden,Padmanabha
1-564528496,2011-08-31,0,04:17:43+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-564528496,2012-02-06,159,17:10:21+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-564528496,2012-02-06,0,21:38:59+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-564738994,2011-08-31,-159,05:45:43+01:00,In Progress,Accepted,High,Org line B,E_10,G238 2nd,PROD209,in,INDIA,Murali
1-564738994,2011-08-31,0,05:46:56+01:00,Wait,Accepted,High,Org line B,E_10,G238 2nd,PROD209,in,INDIA,Murali
1-564738994,2012-01-04,126,12:02:10+01:00,In Progress,Accepted,High,Org line B,E_10,G238 2nd,PROD209,in,INDIA,Murali
1-564738994,2012-03-04,60,09:50:51+01:00,Closed,Completed,High,Org line B,E_10,G238 2nd,PROD209,in,INDIA,Murali
1-564903210,2011-08-31,-186,10:31:00+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-564903210,2011-08-31,0,10:33:22+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-564903210,2011-08-31,0,10:38:24+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Padmanabha
1-564903210,2011-08-31,0,10:38:30+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-564903210,2012-02-06,159,21:22:50+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-564903210,2012-02-06,0,21:24:49+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-565030154,2011-08-31,-159,12:50:43+01:00,In Progress,Accepted,High,Org line V2,,T10 2nd,PROD615,se,Sweden,Gunnar
1-565030154,2012-01-26,148,08:17:14+01:00,Closed,Completed,High,Org line V2,,T10 2nd,PROD615,se,Sweden,Gunnar
1-565319816,2011-08-31,-148,15:23:39+01:00,In Progress,Accepted,Medium,Org line A2,A2_4,G105 2nd,PROD337,se,Sweden,Abhinav
1-565319816,2012-02-06,159,08:48:37+01:00,Closed,Completed,Medium,Org line A2,A2_4,G105 2nd,PROD337,se,Sweden,Abhinav
1-565807612,2011-09-01,-158,09:46:05+01:00,In Progress,Accepted,Medium,Org line A2,A2_1,W15 2nd,PROD756,pl,POLAND,Tomasz
1-565807612,2011-10-18,47,11:58:10+01:00,Wait,Accepted,Medium,Org line A2,A2_1,W15 2nd,PROD756,pl,POLAND,Tomasz
1-565807612,2011-10-18,0,12:00:46+01:00,Assigned,Accepted,Medium,Org line A2,A2_1,W15 2nd,PROD756,pl,POLAND,Tomasz
1-565807612,2011-10-19,1,09:53:42+01:00,Wait,Accepted,Medium,Org line A2,A2_1,W15 2nd,PROD756,pl,POLAND,Tomasz
1-565807612,2011-11-24,36,12:18:42+01:00,Assigned,Accepted,Medium,Org line A2,A2_1,W15 2nd,PROD756,pl,POLAND,Daniel
1-565807612,2011-12-21,27,11:56:15+01:00,Wait,Accepted,Medium,Org line A2,A2_1,W15 2nd,PROD756,pl,POLAND,Daniel
1-565807612,2012-02-29,70,11:29:44+01:00,Closed,Completed,Medium,Org line A2,A2_1,W15 2nd,PROD756,pl,POLAND,Daniel
1-565905115,2011-09-01,-181,13:01:39+01:00,In Progress,Accepted,Low,Org line C,E_7,G153 2nd,PROD673,se,INDIA,Rohan
1-565905115,2011-12-22,112,08:41:16+01:00,In Progress,Accepted,Low,Org line C,E_7,G153 2nd,PROD673,se,INDIA,Rohan
1-565905115,2012-01-04,13,12:31:27+01:00,Closed,Completed,Low,Org line C,E_7,G153 2nd,PROD673,se,INDIA,Rohan
1-566003511,2011-09-01,-125,14:24:00+01:00,In Progress,Accepted,High,Org line A2,A2_3,G110 2nd,PROD539,se,Sweden,Ulrika
1-566003511,2011-09-01,0,14:32:07+01:00,Awaiting Assignment,Queued,High,Org line A2,A2_3,G110 2nd,PROD539,se,Sweden,Ulrika
1-566003511,2012-04-11,223,15:45:30+01:00,In Progress,Accepted,High,Org line A2,A2_3,M3 2nd,PROD539,se,Sweden,Daniel
1-566003511,2012-04-11,0,15:45:52+01:00,Closed,Completed,High,Org line A2,A2_3,M3 2nd,PROD539,se,Sweden,Daniel
1-566096602,2011-09-01,-223,16:16:26+01:00,In Progress,Accepted,Low,Org line D,D_2,G122 3rd,PROD618,us,USA,Wallace
1-566096602,2011-09-01,0,16:16:52+01:00,Awaiting Assignment,Queued,Low,Org line D,D_2,G122 3rd,PROD618,us,USA,Wallace
1-566096602,2011-09-01,0,16:35:37+01:00,In Progress,Accepted,Low,Org line D,D_2,G122 3rd,PROD618,us,Belgium,Wim
1-566096602,2012-03-23,204,10:52:02+01:00,Closed,Completed,Low,Org line D,D_2,G122 3rd,PROD618,us,Belgium,Wim
1-566101203,2011-09-01,-204,17:22:37+01:00,In Progress,Accepted,Low,Org line C,E_10,G255 2nd,PROD399,se,Sweden,Christoffer
1-566101203,2012-02-01,153,12:59:59+01:00,Closed,Completed,Low,Org line C,E_10,G255 2nd,PROD399,se,Sweden,Christoffer
1-566332021,2011-09-02,-152,09:13:37+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-566332021,2011-09-02,0,09:23:13+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-566332021,2011-09-05,3,11:55:57+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,SV
1-566332021,2011-09-05,0,11:56:25+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-566332021,2012-01-02,119,14:11:59+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-566332021,2012-01-03,1,13:08:51+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-566642468,2011-09-02,-123,15:46:59+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-566642468,2011-09-02,0,15:52:08+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-566642468,2011-09-05,3,11:50:08+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,SV
1-566642468,2011-09-05,0,11:50:42+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-566642468,2012-02-06,154,21:21:23+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-566642468,2012-02-06,0,21:22:32+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-566661201,2011-09-02,-157,16:12:56+01:00,In Progress,Accepted,Low,Org line D,D_2,G122 3rd,PROD618,us,Belgium,Wim
1-566661201,2011-09-02,0,16:20:41+01:00,Wait,Accepted,Low,Org line D,D_2,G122 3rd,PROD618,us,Belgium,Wim
1-566661201,2012-01-18,138,11:58:16+01:00,Closed,Completed,Low,Org line D,D_2,G122 3rd,PROD618,us,Belgium,Wim
1-567100387,2011-09-05,-135,09:57:47+01:00,In Progress,Accepted,High,Org line C,C_5,V43 3rd,PROD353,fr,France,Gregory
1-567100387,2012-02-27,175,14:09:00+01:00,Closed,Completed,High,Org line C,C_5,V43 3rd,PROD353,fr,France,Gregory
1-567362335,2011-09-05,-175,15:04:11+01:00,In Progress,Accepted,Medium,Org line C,C_6,N30 3rd,PROD100,0,Sweden,Kristijan
1-567362335,2011-09-05,0,15:12:02+01:00,Wait,Accepted,Medium,Org line C,C_6,N30 3rd,PROD100,0,Sweden,Kristijan
1-567362335,2012-01-10,127,08:38:14+01:00,Closed,Completed,Medium,Org line C,C_6,N30 3rd,PROD100,0,Sweden,Kristijan
1-567440922,2011-09-05,-127,16:07:57+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-567440922,2011-09-05,0,16:16:24+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-567440922,2011-09-05,0,17:20:33+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,SV
1-567440922,2011-09-05,0,17:21:02+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-567440922,2012-02-02,150,22:34:29+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-567440922,2012-02-02,0,22:38:54+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-567718361,2011-09-06,-149,09:29:51+01:00,In Progress,Accepted,Medium,Org line C,E_4,G88 2nd,PROD794,us,Sweden,Fredrik
1-567718361,2012-03-26,202,17:00:49+01:00,Closed,Completed,Medium,Org line C,E_4,G88 2nd,PROD794,us,Sweden,Fredrik
1-567958551,2011-09-06,-202,12:00:37+01:00,In Progress,Accepted,Low,Org line C,C_4,G155 3rd,PROD474,se,Sweden,Tomas
1-567958551,2011-09-06,0,15:30:11+01:00,In Progress,Accepted,Low,Org line C,C_4,G155 3rd,PROD474,se,Sweden,Tomas
1-567958551,2012-02-13,160,21:52:38+01:00,Closed,Completed,Low,Org line C,C_4,G155 3rd,PROD474,se,Sweden,Tomas
1-567981735,2011-09-06,-160,14:31:03+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-567981735,2011-09-06,0,14:37:33+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-567981735,2011-09-06,0,14:48:23+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G21 2nd,PROD97,us,Sweden,SV
1-567981735,2011-09-06,0,14:48:42+01:00,Assigned,Accepted,Medium,Org line A2,A2_2,G21 2nd,PROD97,us,USA,Carolyn
1-567981735,2012-01-18,134,10:38:04+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G21 2nd,PROD97,us,POLAND,Ewa
1-567981735,2012-01-18,0,10:38:18+01:00,Closed,Completed,Medium,Org line A2,A2_2,G21 2nd,PROD97,us,POLAND,Ewa
1-572078531,2011-09-08,-132,10:39:42+01:00,In Progress,Accepted,Medium,Org line C,C_3,G211 3rd,PROD325,in,Sweden,Inger
1-572078531,2011-09-08,0,11:52:27+01:00,Awaiting Assignment,Queued,Medium,Org line C,C_3,G211 3rd,PROD325,in,Sweden,Inger
1-572078531,2011-09-12,4,10:50:43+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G22 2nd,PROD325,in,France,Frederic
1-572078531,2011-09-12,0,10:51:06+01:00,Awaiting Assignment,Queued,Medium,Org line C,E_4,G93 2nd,PROD325,in,INDIA,Hari
1-572078531,2011-09-13,1,13:34:40+01:00,In Progress,Accepted,Medium,Org line C,E_4,G93 2nd,PROD325,in,Sweden,Gagan
1-572078531,2012-01-09,118,15:50:00+01:00,In Progress,Accepted,Medium,Org line C,E_4,G93 2nd,PROD325,in,Sweden,Gagan
1-572078531,2012-04-16,98,07:44:15+01:00,In Progress,Accepted,Medium,Org line C,E_4,G93 2nd,PROD325,in,Sweden,Gagan
1-572078531,2012-04-17,1,12:08:32+01:00,Closed,Completed,Medium,Org line C,E_4,G93 2nd,PROD325,in,Sweden,Gagan
1-572330175,2011-09-09,-221,04:40:34+01:00,In Progress,Accepted,Major,Org line A2,A2_5,G350 2nd,PROD92,se,Sweden,Jenny
1-572330175,2011-09-09,0,04:41:38+01:00,Awaiting Assignment,Queued,Major,Org line A2,A2_5,G350 2nd,PROD92,se,Sweden,Jenny
1-572330175,2011-10-13,34,14:35:43+01:00,Awaiting Assignment,Queued,Major,Org line C,E_5,G77,PROD92,se,INDIA,Frank
1-572330175,2012-02-02,112,03:47:43+01:00,Awaiting Assignment,Queued,Major,Org line A2,A2_5,G350 2nd,PROD92,se,Sweden,Jenny
1-572330175,2012-05-30,118,17:32:40+01:00,In Progress,Accepted,Major,Org line A2,A2_5,G350 2nd,PROD92,se,Sweden,Jenny
1-572330175,2012-05-30,0,17:32:52+01:00,Closed,Completed,Major,Org line A2,A2_5,G350 2nd,PROD92,se,Sweden,Jenny
1-572625937,2011-09-09,-264,15:40:20+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-572625937,2011-09-09,0,15:44:29+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-572625937,2011-09-09,0,15:49:21+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,SV
1-572625937,2011-09-09,0,15:55:34+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-572625937,2012-02-06,150,21:29:03+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-572625937,2012-02-06,0,21:30:22+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-572730349,2011-09-10,-149,04:56:18+01:00,In Progress,Accepted,Medium,Org line A2,A2_1,W16 3rd,PROD756,pl,POLAND,Adam
1-572730349,2011-09-10,0,04:59:01+01:00,Wait,Accepted,Medium,Org line A2,A2_1,W16 3rd,PROD756,pl,POLAND,Adam
1-572730349,2011-10-24,44,09:28:52+01:00,In Progress,Accepted,Medium,Org line A2,A2_1,W16 3rd,PROD756,pl,POLAND,Adam
1-572730349,2012-05-23,212,15:48:45+01:00,In Progress,Accepted,Medium,Org line A2,A2_1,W16 3rd,PROD756,pl,POLAND,Miroslaw
1-572730349,2012-05-23,0,15:51:16+01:00,Closed,Completed,Medium,Org line A2,A2_1,W16 3rd,PROD756,pl,POLAND,Miroslaw
1-572802327,2011-09-11,-255,02:32:34+01:00,In Progress,Accepted,Major,Org line C,E_8,G119 2nd,PROD597,in,INDIA,Vinay
1-572802327,2011-09-11,0,02:35:29+01:00,Awaiting Assignment,Queued,Major,Org line C,E_8,G119 2nd,PROD597,in,INDIA,Vinay
1-572802327,2011-09-13,2,12:28:22+01:00,In Progress,Accepted,Major,Org line C,E_8,G119 2nd,PROD597,in,INDIA,Vinay
1-572802327,2012-02-17,157,09:05:07+01:00,Closed,Completed,Major,Org line C,E_8,G119 2nd,PROD597,in,INDIA,Vinay
1-573215995,2011-09-12,-158,13:26:27+01:00,In Progress,Accepted,Medium,Org line C,C_1,G56 3rd,PROD387,be,Sweden,Jakob
1-573215995,2011-09-12,0,13:27:01+01:00,Assigned,Accepted,Medium,Org line C,C_1,G56 3rd,PROD387,be,Sweden,Jakob
1-573215995,2011-11-25,74,14:40:42+01:00,In Progress,Accepted,Medium,Org line C,C_1,G56 3rd,PROD387,be,Sweden,Jakob
1-573215995,2012-01-31,67,13:08:17+01:00,In Progress,Accepted,Medium,Org line C,C_1,G56 3rd,PROD387,be,Sweden,Jakob
1-573215995,2012-01-31,0,13:09:55+01:00,Closed,Completed,Medium,Org line C,C_1,G56 3rd,PROD387,be,Sweden,Jakob
1-573278049,2011-09-12,-141,15:35:54+01:00,In Progress,Accepted,Medium,Org line A2,A2_3,S35 2nd,PROD680,se,Sweden,Lena
1-573278049,2011-12-27,106,10:48:46+01:00,Wait,Accepted,Medium,Org line A2,A2_3,S35 2nd,PROD680,se,Sweden,Lena
1-573278049,2012-01-12,16,10:24:21+01:00,Closed,Completed,Medium,Org line A2,A2_3,S35 2nd,PROD680,se,Sweden,Lena
1-573280988,2011-09-12,-122,15:27:08+01:00,In Progress,Accepted,Low,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
1-573280988,2012-02-21,162,15:44:10+01:00,Closed,Completed,Low,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
1-573316263,2011-09-12,-162,16:23:02+01:00,In Progress,Accepted,Low,Org line A2,A2_1,M19 2nd,PROD566,se,Sweden,Christofer
1-573316263,2011-09-12,0,16:28:12+01:00,Awaiting Assignment,Queued,Low,Org line A2,A2_1,M19 2nd,PROD566,se,Sweden,Christofer
1-573316263,2011-12-07,86,12:20:47+01:00,In Progress,Accepted,Low,Org line A2,A2_1,M19 2nd,PROD566,se,Sweden,Christofer
1-573316263,2011-12-07,0,12:21:03+01:00,Wait,Accepted,Low,Org line A2,A2_1,M19 2nd,PROD566,se,Sweden,Christofer
1-573316263,2012-02-01,56,14:27:22+01:00,Closed,Completed,Low,Org line A2,A2_1,M19 2nd,PROD566,se,Sweden,Christofer
1-573501251,2011-09-13,-141,07:19:25+01:00,In Progress,Accepted,High,Org line A2,D_1,V14 3rd,PROD71,pl,POLAND,Bartlomiej
1-573501251,2011-12-21,99,13:45:43+01:00,In Progress,Accepted,High,Org line A2,D_1,V14 3rd,PROD71,pl,POLAND,Bartlomiej
1-573501251,2011-12-21,0,13:46:14+01:00,Awaiting Assignment,Queued,High,Org line A2,D_1,V11 3rd,PROD71,pl,POLAND,Marcin
1-573501251,2011-12-21,0,13:47:53+01:00,Assigned,Accepted,High,Org line A2,D_1,V11 3rd,PROD71,pl,POLAND,Bartlomiej
1-573501251,2012-01-30,40,16:19:23+01:00,In Progress,Accepted,High,Org line A2,D_1,V11 3rd,PROD71,pl,POLAND,Bartlomiej
1-573501251,2012-01-30,0,16:19:29+01:00,Wait,Accepted,High,Org line A2,D_1,V11 3rd,PROD71,pl,POLAND,Bartlomiej
1-573501251,2012-05-28,119,12:03:56+01:00,Closed,Completed,High,Org line A2,D_1,V11 3rd,PROD71,pl,POLAND,Bartlomiej
1-573639367,2011-09-13,-258,11:41:35+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-573639367,2011-09-13,0,11:56:49+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-573639367,2011-09-13,0,12:10:06+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,SV
1-573639367,2011-09-13,0,12:10:19+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-573639367,2012-02-06,146,17:06:58+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-573639367,2012-02-06,0,17:08:27+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-573655864,2011-09-13,-146,11:59:02+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-573655864,2011-09-13,0,12:03:04+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-573655864,2011-09-13,0,12:25:42+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,SV
1-573655864,2011-09-13,0,12:26:18+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-573655864,2012-01-30,139,13:57:57+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-573655864,2012-01-30,0,14:25:19+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-573830584,2011-09-13,-139,16:40:50+01:00,In Progress,Accepted,Major,Org line C,E_6,G48 2nd,PROD148,se,Sweden,Per
1-573830584,2011-10-29,46,10:43:50+01:00,In Progress,Accepted,Major,Org line C,E_6,G48 2nd,PROD148,se,Sweden,Per
1-573830584,2012-01-18,81,12:54:46+01:00,Assigned,Accepted,Major,Org line C,E_6,G48 2nd,PROD148,se,Sweden,Mikael
1-573830584,2012-01-18,0,12:54:47+01:00,In Progress,Accepted,Major,Org line C,E_6,G48 2nd,PROD148,se,Sweden,Lena
1-573830584,2012-03-30,72,10:13:30+01:00,Assigned,Accepted,Major,Org line C,E_6,G48 2nd,PROD148,se,Sweden,Mikael
1-573830584,2012-03-30,0,12:56:49+01:00,Assigned,Accepted,Major,Org line C,E_6,G48 2nd,PROD148,se,Sweden,Lena
1-573830584,2012-03-30,0,13:05:12+01:00,Assigned,Accepted,Major,Org line C,E_6,G48 2nd,PROD148,se,Sweden,Lena
1-573830584,2012-03-30,0,14:58:40+01:00,In Progress,Accepted,Major,Org line C,E_6,G48 2nd,PROD148,se,Sweden,Lena
1-573830584,2012-03-30,0,14:58:45+01:00,Closed,Completed,Major,Org line C,E_6,G48 2nd,PROD148,se,Sweden,Lena
1-573904126,2011-09-14,-198,09:41:35+01:00,In Progress,Accepted,High,Org line G4,,G51 2nd,PROD54,se,Sweden,Ing-Marie
1-573904126,2011-09-14,0,10:22:41+01:00,Awaiting Assignment,Queued,High,Org line G4,,G51 2nd,PROD54,se,Sweden,Ing-Marie
1-573904126,2012-01-23,131,10:22:55+01:00,In Progress,Accepted,High,Org line G4,,G51 2nd,PROD54,se,Sweden,Suresh
1-573904126,2012-01-23,0,10:24:54+01:00,Closed,Completed,High,Org line G4,,G51 2nd,PROD54,se,Sweden,Suresh
1-574045461,2011-09-14,-131,09:17:21+01:00,In Progress,Accepted,Medium,Org line A2,A2_3,N23 2nd,PROD554,se,Sweden,Yvonne
1-574045461,2012-01-18,126,12:46:21+01:00,Closed,Completed,Medium,Org line A2,A2_3,N23 2nd,PROD554,se,Sweden,Yvonne
1-574052419,2011-09-14,-126,09:45:58+01:00,In Progress,Accepted,Medium,Org line C,E_1,G99 2nd,PROD150,se,Sweden,Curt
1-574052419,2011-09-14,0,09:47:53+01:00,Awaiting Assignment,Queued,Medium,Org line C,E_1,G99 2nd,PROD150,se,Sweden,Curt
1-574052419,2012-02-01,140,14:27:36+01:00,In Progress,Accepted,Medium,Org line C,E_1,G99 2nd,PROD150,se,INDIA,Nikhil
1-574052419,2012-03-14,42,12:08:36+01:00,Closed,Completed,Medium,Org line C,E_1,G99 2nd,PROD150,se,INDIA,Nikhil
1-574132549,2011-09-14,-182,12:07:32+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-574132549,2011-09-14,0,12:15:29+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-574132549,2011-09-14,0,12:19:35+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,SV
1-574132549,2011-09-14,0,12:19:47+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-574132549,2012-01-31,139,08:52:57+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-574132549,2012-01-31,0,08:54:31+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-574162627,2011-09-14,-139,13:43:55+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-574162627,2011-09-14,0,13:52:25+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-574162627,2011-09-14,0,13:56:17+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,SV
1-574162627,2011-09-14,0,13:56:27+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-574162627,2012-01-31,139,08:55:09+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-574162627,2012-01-31,0,08:56:57+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-574222268,2011-09-14,-139,15:33:52+01:00,In Progress,Accepted,Medium,Org line G4,,S30 2nd,PROD412,se,Sweden,David
1-574222268,2012-01-30,138,13:41:47+01:00,Assigned,Accepted,Medium,Org line G4,,S30 2nd,PROD412,se,Sweden,David
1-574222268,2012-01-30,0,13:41:48+01:00,Assigned,Accepted,Medium,Org line G4,,S30 2nd,PROD412,se,Sweden,David
1-574222268,2012-01-30,0,21:44:05+01:00,Assigned,Accepted,Medium,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
1-574222268,2012-01-30,0,21:44:11+01:00,Assigned,Accepted,Medium,Org line G4,,S30 2nd,PROD412,se,Sweden,David
1-574222268,2012-01-30,0,21:46:09+01:00,Assigned,Accepted,Medium,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
